450	0.157074383
451	0.163801039
452	0.170808669
453	0.17848066
454	0.18656881
455	0.194778236
456	0.205201699
457	0.21037197
458	0.213775877
459	0.21615895
460	0.2130429
461	0.222241591
462	0.237139123
463	0.257602825
464	0.289517565
465	0.312723961
466	0.334909643
467	0.356253777
468	0.372339935
469	0.398879621
470	0.430537749
471	0.467729578
472	0.513407403
473	0.559426288
474	0.60905895
475	0.662453506
476	0.716483658
477	0.780811851
478	0.851567121
479	0.928227208
480	1.011346472
481	1.0954775
482	1.180689643
483	1.265231613
484	1.349336699
485	1.42526118
486	1.493391602
487	1.552048431
488	1.601669535
489	1.636043777
490	1.656399751
491	1.662540584
492	1.652816937
493	1.6331646
494	1.602658831
495	1.562552186
496	1.512437684
497	1.458632392
498	1.400841288
499	1.340458398
500	1.278550671
501	1.216765985
502	1.155894069
503	1.09675947
504	1.039890563
505	0.986128636
506	0.935667132
507	0.888646028
508	0.84638224
509	0.805274784
510	0.766386342
511	0.729557576
512	0.694358506
513	0.661508193
514	0.630650725
515	0.601717002
516	0.574393636
517	0.5491821
518	0.525743918
519	0.503911883
520	0.484519069
521	0.464739697
522	0.445357154
523	0.426341494
524	0.406176147
525	0.389038268
526	0.373622933
527	0.359928312
528	0.349437348
529	0.337900671
530	0.326555314
531	0.315324957
532	0.302691494
533	0.292674838
534	0.2839921
535	0.276619892
536	0.271695184
537	0.265779913
538	0.259764253
539	0.253482013
540	0.246646526
541	0.239764123
542	0.232717338
543	0.225620996
544	0.217798864
545	0.21151566
546	0.206181331
547	0.20185618
548	0.199185271
549	0.196389924
550	0.193944394
551	0.191745227
552	0.189402132
553	0.187616732
554	0.186036764
555	0.184555898
556	0.18369119
557	0.181673885
558	0.178986136
559	0.175606948
560	0.17093618
561	0.16674789
562	0.162576721
563	0.158522781
564	0.154828333
565	0.151099307
566	0.147524058
567	0.144130519
568	0.141069729
569	0.138053788
570	0.135239924
571	0.132691106
572	0.129873315
573	0.128427241
574	0.12780039
575	0.127928452
576	0.129999356
577	0.130394155
578	0.130281987
579	0.129706082
580	0.126983799
581	0.12722346
582	0.128778219
583	0.131633175
584	0.137459747
585	0.141067738
586	0.144069341
587	0.146378171
588	0.146716801
589	0.148790211
590	0.15136183
591	0.154461017
592	0.159075909
593	0.162292129
594	0.16515566
595	0.167726483
596	0.169172785
597	0.172395097
598	0.176497879
599	0.181555162
600	0.188293128
601	0.194626526
602	0.201341753
603	0.208474481
604	0.215991851
605	0.224394654
606	0.233719513
607	0.244179416
608	0.254008225
609	0.269040552
610	0.286728647
611	0.306475952
612	0.330740909
613	0.348478323
614	0.363032781
615	0.373960509
616	0.380059913
617	0.384779535
618	0.387009654
619	0.387133366
620	0.38489987
621	0.383076439
622	0.381154361
623	0.379612067
624	0.378575054
625	0.378370887
626	0.379214232
627	0.380927316
628	0.384412933
629	0.389445574
630	0.395944091
631	0.404763496
632	0.41314119
633	0.421594859
634	0.429900032
635	0.437298701
636	0.445172955
637	0.452952478
638	0.460533149
639	0.469054903
640	0.475241613
641	0.480166483
642	0.48400355
643	0.484970823
644	0.488985303
645	0.494534686
646	0.501855833
647	0.512245671
648	0.522343853
649	0.533204383
650	0.544719167
651	0.556527024
652	0.569352597
653	0.582854481
654	0.596966201
655	0.611173236
656	0.626513615
657	0.642316807
658	0.658261201
659	0.675237489
660	0.68912631
661	0.701093333
662	0.711001829
663	0.717875314
664	0.724767154
665	0.730568063
666	0.735320985
667	0.739604719
668	0.74165329
669	0.74228816
670	0.740967684
671	0.739537208
672	0.737777846
673	0.735919134
674	0.734247478
675	0.732665725
676	0.731358019
677	0.730407067
678	0.729470801
679	0.729531212
680	0.730220855
681	0.731396548
682	0.733334881
683	0.73441789
684	0.734734556
685	0.733918745
686	0.732980422
687	0.728084946
688	0.720393593
689	0.710048799
690	0.696411006
691	0.682892435
692	0.669170108
693	0.656033701
694	0.643571396
695	0.634718528
696	0.629431797
697	0.628382338
698	0.631306374
699	0.640984491
700	0.656569708
701	0.677894556
702	0.70281381
703	0.735498474
704	0.772202219
705	0.817409048
706	0.852621753
707	0.879580433
708	0.895810065
709	0.902613009
710	0.891167554
711	0.863626104
712	0.820852338
713	0.756028009
714	0.694044675
715	0.630476623
716	0.567943149
717	0.509130303
718	0.454088139
719	0.404507792
720	0.361112446
721	0.325128734
722	0.294062359
723	0.268530574
724	0.248001028
725	0.23397434
726	0.219324253
727	0.205948647
728	0.193519643
729	0.180441645
730	0.171379689
731	0.164465709
732	0.159887229
733	0.156917823
734	0.155507865
735	0.155393582
736	0.157050459
737	0.158296374
738	0.1594352
739	0.160282597
740	0.160283179
741	0.160651065
742	0.161050567
743	0.161571937
744	0.16219759
745	0.16336163
746	0.165061861
747	0.167398517
748	0.170236591
749	0.174263214
750	0.179258831
751	0.185181234
752	0.192176472
753	0.199390682
754	0.206962413
755	0.214739199
756	0.222573658
757	0.230290476
758	0.23774263
759	0.24504592
760	0.251409881
761	0.256910162
762	0.261473561
763	0.26522553
764	0.267849221
765	0.269574502
766	0.270593831
767	0.269875173
768	0.271101677
769	0.27323658
770	0.276282338
771	0.281899708
772	0.284756201
773	0.286675963
774	0.28775276
775	0.286879924
776	0.288617413
777	0.291601299
778	0.296339448
779	0.302204578
780	0.30938263
781	0.317791656
782	0.327487338
783	0.337793593
784	0.348624535
785	0.359719665
786	0.371250455
787	0.381787078
788	0.391483799
789	0.400168214
790	0.407642392
791	0.414141494
792	0.419593442
793	0.424076883
794	0.427023658
795	0.430561688
796	0.433930671
797	0.437051905
